Filename,Nodes,Width,Height,Functions,Max Function,Total,CPU Setup,GPU Total,GPU Upload,GPU Upload Create,Preprocessing,Instruction Count,Instruction Gen,Optimize,Regalloc,Jump Fix,Postprocess
./funclen/1.in/19.out,307141,77058,9,25118,53,2567379,309649,48257,3222,238,1289,302,3376,840,37857,1325,35
./funclen/1.in/20.out,307141,77058,9,25118,53,2609356,327898,47306,3217,234,1289,304,3418,844,36855,1332,34
./funclen/1.in/21.out,307141,77058,9,25118,53,2575908,326304,47258,3217,235,1294,294,3372,841,36876,1319,34
./funclen/1.in/22.out,307141,77058,9,25118,53,2560951,298930,48342,3229,246,1297,302,3400,847,37887,1334,34
./funclen/1.in/23.out,307141,77058,9,25118,53,2619965,342446,47318,3244,239,1288,300,3429,844,36843,1326,33
./funclen/1.in/24.out,307141,77058,9,25118,53,2560096,297961,47344,3248,237,1294,302,3385,835,36894,1340,34
./funclen/1.in/25.out,307141,77058,9,25118,53,2569267,295682,47392,3261,240,1290,295,3394,843,36936,1327,34
./funclen/1.in/26.out,307141,77058,9,25118,53,2571196,301329,48349,3244,233,1295,296,3409,840,37896,1323,33
./funclen/1.in/27.out,307141,77058,9,25118,53,2598360,333965,48381,3260,247,1295,308,3399,845,37910,1319,33
./funclen/1.in/28.out,307141,77058,9,25118,53,2594914,322285,47341,3235,242,1292,294,3406,847,36904,1317,35
./funclen/1.in/29.out,307141,77058,9,25118,53,2596108,324447,47299,3210,234,1293,296,3407,843,36873,1331,34
./funclen/1.in/30.out,307141,77058,9,25118,53,2612035,324408,47279,3200,239,1283,294,3397,847,36876,1333,35
./funclen/2.in/0.out,228263,61668,9,12495,79,2522563,247404,43082,3062,193,952,379,3652,1046,33546,404,28
./funclen/2.in/1.out,228263,61668,9,12495,79,2491927,246886,39839,2592,158,728,296,2949,935,31906,395,26
./funclen/2.in/2.out,228263,61668,9,12495,79,2510970,255125,39767,2594,154,726,301,2965,931,31824,389,26
./funclen/2.in/3.out,228263,61668,9,12495,79,2507639,246303,39776,2569,150,728,301,2967,927,31854,393,25
./funclen/2.in/4.out,228263,61668,9,12495,79,2471556,220786,40808,2584,154,730,293,2966,924,32880,390,29
./funclen/2.in/5.out,228263,61668,9,12495,79,2473373,217799,40856,2654,159,725,295,2965,933,32858,390,25
./funclen/2.in/6.out,228263,61668,9,12495,79,2489023,218909,40752,2559,154,724,294,2974,938,32837,389,26
./funclen/2.in/7.out,228263,61668,9,12495,79,2514670,238737,39844,2600,166,723,303,2965,928,31896,392,25
./funclen/2.in/8.out,228263,61668,9,12495,79,2474725,220535,40795,2579,157,717,302,2962,932,32875,390,27
./funclen/2.in/9.out,228263,61668,9,12495,79,2542935,234191,43180,5211,177,774,336,3258,1040,32112,406,27
./funclen/2.in/10.out,228263,61668,9,12495,79,2529923,249311,40751,2546,148,731,306,2954,918,32865,393,25
./funclen/2.in/11.out,228263,61668,9,12495,79,2488645,218821,39744,2595,150,729,293,2945,933,31820,391,26
./funclen/2.in/12.out,228263,61668,9,12495,79,2484564,219294,39780,2605,152,729,297,2976,934,31810,390,26
./funclen/2.in/13.out,228263,61668,9,12495,79,2526139,248140,40845,2605,152,730,296,2977,916,32893,390,26
./funclen/2.in/14.out,228263,61668,9,12495,79,2508730,251687,39791,2605,154,725,295,2957,932,31847,392,25
./funclen/2.in/15.out,228263,61668,9,12495,79,2514302,250053,40837,2602,153,729,293,2958,950,32879,389,25
./funclen/2.in/16.out,228263,61668,9,12495,79,2490584,248061,40764,2571,151,732,294,2971,924,32845,389,26
./funclen/2.in/17.out,228263,61668,9,12495,79,2499727,249484,40828,2602,156,732,297,2966,937,32863,392,26
./funclen/2.in/18.out,228263,61668,9,12495,79,2513149,248085,40729,2582,155,720,299,2969,928,32803,392,26
./funclen/2.in/19.out,228263,61668,9,12495,79,2506117,247929,39866,2607,154,732,295,2950,927,31921,398,26
./funclen/2.in/20.out,228263,61668,9,12495,79,2503140,244895,39822,2592,158,728,297,2965,947,31863,393,26
./funclen/2.in/21.out,228263,61668,9,12495,79,2543983,265325,40802,2594,155,728,295,2993,933,32831,391,26
./funclen/2.in/22.out,228263,61668,9,12495,79,2489498,248757,39831,2593,155,730,298,2968,936,31881,387,26
./funclen/2.in/23.out,228263,61668,9,12495,79,2547264,268243,39829,2609,154,733,297,2963,928,31870,391,26
./funclen/2.in/24.out,228263,61668,9,12495,79,2497103,221392,39783,2639,153,734,291,2959,921,31813,389,25
./funclen/2.in/25.out,228263,61668,9,12495,79,2531010,267759,39820,2593,155,730,297,2972,930,31872,389,26
./funclen/2.in/26.out,228263,61668,9,12495,79,2467640,218666,40780,2582,155,726,294,2945,937,32872,387,25
./funclen/2.in/27.out,228263,61668,9,12495,79,2538494,269019,40855,2597,149,733,296,2979,936,32887,390,26
./funclen/2.in/28.out,228263,61668,9,12495,79,2520980,244755,40801,2590,150,717,303,2961,934,32867,391,26
./funclen/2.in/29.out,228263,61668,9,12495,79,2517090,266246,39815,2589,162,725,295,2985,927,31866,392,25
./funclen/2.in/30.out,228263,61668,9,12495,79,2474124,221665,39702,2579,152,725,296,2958,928,31790,389,26
./funclen/3.in/0.out,199753,54731,9,6181,90,2493575,222173,36299,2242,153,797,305,2971,880,28706,362,23
./funclen/3.in/1.out,199753,54731,9,6181,90,2456984,189394,36274,2251,162,797,291,2977,884,28674,363,24
./funclen/3.in/2.out,199753,54731,9,6181,90,2444078,191901,35287,2269,157,793,298,2990,869,27667,368,22
./funclen/3.in/3.out,199753,54731,9,6181,90,2483571,219212,35659,2303,161,855,312,3126,899,27763,366,24
./funclen/3.in/4.out,199753,54731,9,6181,90,2461821,189938,36677,2683,152,791,293,2964,871,28670,367,24
./funclen/3.in/5.out,199753,54731,9,6181,90,2462089,192705,36438,2318,159,834,296,2982,876,28723,372,24
./funclen/3.in/6.out,199753,54731,9,6181,90,2480332,219591,35297,2256,157,804,297,2993,883,27665,366,23
./funclen/3.in/7.out,199753,54731,9,6181,90,2472108,219735,35494,2302,166,792,328,3095,883,27696,364,24
./funclen/3.in/8.out,199753,54731,9,6181,90,2481674,217797,35324,2253,158,798,295,2997,874,27703,370,24
./funclen/3.in/9.out,199753,54731,9,6181,90,2448042,191525,35356,2248,154,806,295,3002,891,27713,367,22
./funclen/3.in/10.out,199753,54731,9,6181,90,2464557,208032,35308,2248,152,807,299,2990,872,27691,365,25
./funclen/3.in/11.out,199753,54731,9,6181,90,2444492,189998,35271,2247,155,802,293,2978,868,27682,367,23
./funclen/3.in/12.out,199753,54731,9,6181,90,2464058,191086,35364,2246,153,824,305,3000,873,27715,368,22
./funclen/3.in/13.out,199753,54731,9,6181,90,2457535,208381,35363,2265,156,808,295,2999,863,27738,361,22
./funclen/3.in/14.out,199753,54731,9,6181,90,2447004,193244,36454,2272,171,799,298,3099,888,28693,367,25
./funclen/3.in/15.out,199753,54731,9,6181,90,2441273,191938,35342,2236,156,795,296,3014,885,27713,368,23
./funclen/3.in/16.out,199753,54731,9,6181,90,2499162,220529,35290,2220,153,800,295,2987,865,27725,362,23
./funclen/3.in/17.out,199753,54731,9,6181,90,2459044,191100,35278,2251,156,792,301,2984,886,27666,364,22
./funclen/3.in/18.out,199753,54731,9,6181,90,2480919,217914,37604,2628,190,1070,376,3713,986,28343,448,26
./funclen/3.in/19.out,199753,54731,9,6181,90,2446632,192189,35318,2238,157,798,297,2985,880,27725,362,22
./funclen/3.in/20.out,199753,54731,9,6181,90,2475850,218217,35401,2251,163,809,301,3052,867,27722,366,22
./funclen/3.in/21.out,199753,54731,9,6181,90,2446784,191667,35314,2238,151,807,297,2984,864,27720,368,23
./funclen/3.in/22.out,199753,54731,9,6181,90,2477363,219267,36300,2244,160,801,299,2980,876,28702,364,23
./funclen/3.in/23.out,199753,54731,9,6181,90,2448815,192982,36364,2263,164,797,298,3001,865,28746,359,23
./funclen/3.in/24.out,199753,54731,9,6181,90,2459574,195024,35318,2264,154,801,294,2987,871,27704,362,23
./funclen/3.in/25.out,199753,54731,9,6181,90,2491239,225313,35388,2247,156,829,306,3032,890,27685,365,23
./funclen/3.in/26.out,199753,54731,9,6181,90,2449760,194356,35312,2255,154,797,292,2969,874,27727,363,23
./funclen/3.in/27.out,199753,54731,9,6181,90,2495744,220094,35300,2255,159,805,297,2979,870,27692,367,23
./funclen/3.in/28.out,199753,54731,9,6181,90,2468874,192129,35332,2276,157,807,302,2980,877,27692,363,23
./funclen/3.in/29.out,199753,54731,9,6181,90,2467695,192599,35285,2275,163,790,293,2974,876,27678,364,23
./funclen/3.in/30.out,199753,54731,9,6181,90,2471492,218529,36381,2271,163,797,302,2981,867,28762,366,23
./funclen/4.in/0.out,173856,41508,9,2513,164,2468105,211381,41311,1988,162,556,216,2933,950,34019,616,22
./funclen/4.in/1.out,173856,41508,9,2513,164,2443120,187514,41237,1968,153,550,220,2930,935,33975,625,21
./funclen/4.in/2.out,173856,41508,9,2513,164,2458744,190350,41268,1997,163,552,220,2922,923,34009,612,22
./funclen/4.in/3.out,173856,41508,9,2513,164,2445210,187365,41134,1969,158,556,214,2899,928,33924,612,21
./funclen/4.in/4.out,173856,41508,9,2513,164,2450281,187846,41227,1968,154,557,218,2910,948,33976,617,21
./funclen/4.in/5.out,173856,41508,9,2513,164,2434546,187551,41211,1966,156,552,218,2921,943,33952,623,23
./funclen/4.in/6.out,173856,41508,9,2513,164,2424300,158588,41202,1960,153,552,219,2905,949,33973,613,21
./funclen/4.in/7.out,173856,41508,9,2513,164,2430392,157136,40221,1966,161,559,220,2923,943,32960,617,21
./funclen/4.in/8.out,173856,41508,9,2513,164,2437776,188106,41139,1966,157,558,216,2899,925,33928,613,22
./funclen/4.in/9.out,173856,41508,9,2513,164,2417874,159071,41246,1954,156,548,224,2920,952,33991,623,22
./funclen/4.in/10.out,173856,41508,9,2513,164,2439019,183929,40140,1956,155,548,220,2917,933,32913,618,23
./funclen/4.in/11.out,173856,41508,9,2513,164,2405817,158778,41250,1974,159,557,225,2936,927,33955,642,23
./funclen/4.in/12.out,173856,41508,9,2513,164,2472357,158766,41244,1979,157,551,224,2934,941,33966,613,23
./funclen/4.in/13.out,173856,41508,9,2513,164,2436276,159618,41146,1962,150,553,218,2904,938,33929,609,21
./funclen/4.in/14.out,173856,41508,9,2513,164,2413705,156418,43335,2288,209,728,277,3655,1056,34518,776,24
./funclen/4.in/15.out,173856,41508,9,2513,164,2406184,161707,40098,1965,158,565,218,2912,928,32858,619,22
./funclen/4.in/16.out,173856,41508,9,2513,164,2424493,156694,40211,1969,161,552,219,2912,929,32980,617,21
./funclen/4.in/17.out,173856,41508,9,2513,164,2428792,159751,44775,1961,155,653,217,7268,992,33030,620,21
./funclen/4.in/18.out,173856,41508,9,2513,164,2468815,187421,41292,1965,158,550,220,2910,955,34043,615,22
./funclen/4.in/19.out,173856,41508,9,2513,164,2426975,160566,41243,1979,165,556,218,2903,942,33992,620,21
./funclen/4.in/20.out,173856,41508,9,2513,164,2439595,188100,41263,1993,160,546,222,2921,948,33986,615,21
./funclen/4.in/21.out,173856,41508,9,2513,164,2414771,157894,40141,1965,160,559,218,2896,947,32919,606,21
./funclen/4.in/22.out,173856,41508,9,2513,164,2440307,174572,40240,1980,159,558,218,2899,930,33001,621,21
./funclen/4.in/23.out,173856,41508,9,2513,164,2408899,160050,41183,1959,159,553,218,2926,930,33945,620,22
./funclen/4.in/24.out,173856,41508,9,2513,164,2420679,159318,41358,1990,161,569,220,2976,964,33993,613,21
./funclen/4.in/25.out,173856,41508,9,2513,164,2416388,159128,40177,1957,156,546,227,2921,925,32949,618,23
./funclen/4.in/26.out,173856,41508,9,2513,164,2421955,157817,40237,1972,162,555,219,2998,931,32913,615,21
./funclen/4.in/27.out,173856,41508,9,2513,164,2495162,208323,41384,1972,166,553,222,3000,948,34039,616,22
./funclen/4.in/28.out,173856,41508,9,2513,164,2402140,160472,41208,1953,155,566,215,2951,932,33942,614,22
./funclen/4.in/29.out,173856,41508,9,2513,164,2440627,175293,41296,1972,155,548,218,2946,934,34021,623,22
./funclen/4.in/30.out,173856,41508,9,2513,164,2404287,158652,41168,1959,157,554,219,2919,953,33925,606,22
./funclen/5.in/0.out,164527,38851,9,1539,214,2436764,168677,44737,1868,162,554,218,2574,901,37970,619,21
./funclen/5.in/1.out,164527,38851,9,1539,214,2454618,168320,44616,1923,169,558,219,2565,895,37804,618,22
./funclen/5.in/2.out,164527,38851,9,1539,214,2456626,171339,44728,1880,155,558,217,2580,901,37939,617,23
./funclen/5.in/3.out,164527,38851,9,1539,214,2424304,169224,44581,1849,153,559,215,2545,898,37869,613,21
./funclen/5.in/4.out,164527,38851,9,1539,214,2404549,139928,44633,1867,160,549,217,2560,909,37881,618,21
./funclen/5.in/5.out,164527,38851,9,1539,214,2416094,140349,44561,1872,160,566,222,2547,915,37779,625,22
./funclen/5.in/6.out,164527,38851,9,1539,214,2427284,170370,43597,1904,162,548,224,2573,898,36800,617,21
./funclen/5.in/7.out,164527,38851,9,1539,214,2408159,141526,44900,1876,162,557,216,2637,896,38045,639,21
./funclen/5.in/8.out,164527,38851,9,1539,214,2458716,171012,43605,1881,159,559,224,2566,899,36827,615,22
./funclen/5.in/9.out,164527,38851,9,1539,214,2422234,169409,44526,1856,161,550,225,2554,902,37793,613,21
./funclen/5.in/10.out,164527,38851,9,1539,214,2402645,141176,43580,1857,160,552,213,2565,909,36836,615,21
./funclen/5.in/11.out,164527,38851,9,1539,214,2417517,167783,44660,1873,160,551,219,2572,914,37878,620,21
./funclen/5.in/12.out,164527,38851,9,1539,214,2419778,142405,44703,1910,158,548,216,2553,898,37929,616,22
./funclen/5.in/13.out,164527,38851,9,1539,214,2443279,170654,44648,1874,154,559,218,2549,904,37893,617,22
./funclen/5.in/14.out,164527,38851,9,1539,214,2405548,141744,44625,1856,157,558,218,2561,904,37873,621,22
./funclen/5.in/15.out,164527,38851,9,1539,214,2446167,168897,44638,1872,160,553,219,2559,902,37883,616,22
./funclen/5.in/16.out,164527,38851,9,1539,214,2404754,141348,44628,1855,154,553,216,2560,908,37893,609,22
./funclen/5.in/17.out,164527,38851,9,1539,214,2437057,169747,44610,1876,157,565,217,2571,911,37815,622,22
./funclen/5.in/18.out,164527,38851,9,1539,214,2435697,169193,44602,1861,165,559,215,2568,906,37848,612,21
./funclen/5.in/19.out,164527,38851,9,1539,214,2436680,173555,44576,1865,161,555,214,2549,899,37846,614,22
./funclen/5.in/20.out,164527,38851,9,1539,214,2451660,173133,44616,1865,153,549,217,2624,904,37807,618,21
./funclen/5.in/21.out,164527,38851,9,1539,214,2432573,168532,44857,1872,167,554,219,2560,1075,37925,618,21
./funclen/5.in/22.out,164527,38851,9,1539,214,2437070,169097,44587,1876,159,552,220,2564,909,37819,613,22
./funclen/5.in/23.out,164527,38851,9,1539,214,2433035,170413,43659,1854,159,552,213,2594,917,36876,620,21
./funclen/5.in/24.out,164527,38851,9,1539,214,2410517,141716,44642,1859,163,558,218,2575,908,37868,621,23
./funclen/5.in/25.out,164527,38851,9,1539,214,2440873,171139,44589,1875,157,550,216,2560,915,37826,614,22
./funclen/5.in/26.out,164527,38851,9,1539,214,2411095,142165,44642,1838,156,562,214,2559,903,37914,617,22
./funclen/5.in/27.out,164527,38851,9,1539,214,2430001,167799,44652,1938,158,550,229,2572,903,37810,612,25
./funclen/5.in/28.out,164527,38851,9,1539,214,2423692,167691,43581,1868,155,550,224,2563,889,36840,613,23
./funclen/5.in/29.out,164527,38851,9,1539,214,2442205,171343,44605,1868,158,557,217,2560,905,37843,621,22
./funclen/5.in/30.out,164527,38851,9,1539,214,2453535,167290,43479,1869,166,551,216,2567,898,36726,619,21
./funclen/6.in/0.out,123281,31352,9,497,402,2429095,130875,70251,1381,40,488,221,2315,850,64372,591,21
./funclen/6.in/1.out,123281,31352,9,497,402,2449370,129690,69092,1385,42,488,226,2316,853,63202,591,20
./funclen/6.in/2.out,123281,31352,9,497,402,2404436,103559,69091,1358,39,489,218,2311,850,63244,589,21
./funclen/6.in/3.out,123281,31352,9,497,402,2407587,103468,70083,1383,40,495,213,2313,852,64203,594,19
./funclen/6.in/4.out,123281,31352,9,497,402,2418966,129019,70109,1363,40,492,221,2320,857,64228,596,19
./funclen/6.in/5.out,123281,31352,9,497,402,2424501,133313,70266,1395,43,493,220,2329,849,64351,598,19
./funclen/6.in/6.out,123281,31352,9,497,402,2417600,134705,70115,1367,39,485,220,2306,850,64262,594,20
./funclen/6.in/7.out,123281,31352,9,497,402,2419237,132338,70185,1376,41,496,211,2322,863,64210,677,20
./funclen/6.in/8.out,123281,31352,9,497,402,2414151,131324,70148,1377,41,495,219,2313,853,64194,667,19
./funclen/6.in/9.out,123281,31352,9,497,402,2422686,132748,69941,1380,39,496,212,2331,845,64049,594,22
./funclen/6.in/10.out,123281,31352,9,497,402,2428851,129159,70078,1367,41,486,217,2329,842,64215,592,19
./funclen/6.in/11.out,123281,31352,9,497,402,2400785,102215,70124,1373,40,490,218,2304,851,64265,592,19
./funclen/6.in/12.out,123281,31352,9,497,402,2424293,134111,70020,1399,41,497,211,2323,858,64109,592,19
./funclen/6.in/13.out,123281,31352,9,497,402,2420236,130912,70014,1354,40,493,218,2313,856,64156,592,19
./funclen/6.in/14.out,123281,31352,9,497,402,2427626,133284,70169,1366,40,499,220,2331,856,64272,594,21
./funclen/6.in/15.out,123281,31352,9,497,402,2415903,102902,69918,1362,39,493,218,2333,842,64046,593,19
./funclen/6.in/16.out,123281,31352,9,497,402,2380859,101763,70161,1381,42,490,213,2323,855,64272,595,21
./funclen/6.in/17.out,123281,31352,9,497,402,2424142,133748,70262,1381,41,493,221,2307,856,64375,599,19
./funclen/6.in/18.out,123281,31352,9,497,402,2388044,103825,70030,1380,42,489,210,2338,859,64134,589,20
./funclen/6.in/19.out,123281,31352,9,497,402,2440071,133057,70158,1373,41,499,216,2320,853,64263,602,20
./funclen/6.in/20.out,123281,31352,9,497,402,2383684,102169,69083,1378,40,495,218,2305,848,63210,597,19
./funclen/6.in/21.out,123281,31352,9,497,402,2431034,132003,70248,1380,41,490,210,2333,853,64354,595,20
./funclen/6.in/22.out,123281,31352,9,497,402,2391254,103934,69163,1367,41,497,215,2321,860,63273,599,19
./funclen/6.in/23.out,123281,31352,9,497,402,2433278,131925,69215,1387,40,491,220,2330,866,63297,592,20
./funclen/6.in/24.out,123281,31352,9,497,402,2393663,102100,69222,1377,40,485,212,2338,848,63250,678,19
./funclen/6.in/25.out,123281,31352,9,497,402,2429776,130552,70300,1389,43,499,213,2306,871,64400,590,20
./funclen/6.in/26.out,123281,31352,9,497,402,2403421,102956,70215,1370,40,496,222,2341,875,64283,597,19
./funclen/6.in/27.out,123281,31352,9,497,402,2442812,129150,70303,1391,41,496,226,2322,857,64385,595,20
./funclen/6.in/28.out,123281,31352,9,497,402,2423012,130128,70344,1371,39,489,214,2325,854,64391,668,20
./funclen/6.in/29.out,123281,31352,9,497,402,2451519,132635,70063,1375,41,495,212,2306,863,64191,589,20
./funclen/6.in/30.out,123281,31352,9,497,402,2395400,102841,69069,1377,38,499,214,2304,853,63200,590,20
./funclen/7.in/0.out,121211,31849,9,251,657,2531804,134194,108507,1358,43,499,223,2305,847,101823,1422,19
./funclen/7.in/1.out,121211,31849,9,251,657,2607712,130613,108673,1401,42,519,216,2367,864,101815,1457,21
./funclen/7.in/2.out,121211,31849,9,251,657,2558198,138879,110853,1346,41,482,215,2290,849,103569,2071,19
./funclen/7.in/3.out,121211,31849,9,251,657,2452713,99357,108373,1338,46,499,217,2308,851,101728,1402,19
./funclen/7.in/4.out,121211,31849,9,251,657,2454456,124510,108329,1344,43,499,215,2317,857,101647,1418,20
./funclen/7.in/5.out,121211,31849,9,251,657,2443015,128563,108267,1359,41,497,225,2307,837,101594,1418,19
./funclen/7.in/6.out,121211,31849,9,251,657,2472974,130781,108321,1362,43,500,216,2323,856,101605,1427,19
./funclen/7.in/7.out,121211,31849,9,251,657,2451334,128866,108521,1340,40,489,222,2321,843,101835,1439,20
./funclen/7.in/8.out,121211,31849,9,251,657,2469105,126410,110895,1557,50,653,272,2865,959,102916,1637,21
./funclen/7.in/9.out,121211,31849,9,251,657,2448542,128431,108437,1351,44,489,220,2388,846,101708,1405,18
./funclen/7.in/10.out,121211,31849,9,251,657,2472310,128622,108330,1346,44,497,214,2307,848,101663,1423,20
./funclen/7.in/11.out,121211,31849,9,251,657,2467659,127550,108381,1347,44,526,224,2314,861,101646,1431,19
./funclen/7.in/12.out,121211,31849,9,251,657,2449323,126666,108342,1343,40,495,217,2325,844,101666,1420,19
./funclen/7.in/13.out,121211,31849,9,251,657,2461083,128351,108310,1351,39,491,211,2315,844,101653,1414,20
./funclen/7.in/14.out,121211,31849,9,251,657,2471439,126771,108326,1341,40,496,220,2330,842,101656,1410,19
./funclen/7.in/15.out,121211,31849,9,251,657,2464206,130021,108447,1348,40,503,215,2331,1007,101594,1412,25
./funclen/7.in/16.out,121211,31849,9,251,657,2456279,126273,108476,1344,41,503,213,2321,844,101808,1410,21
./funclen/7.in/17.out,121211,31849,9,251,657,2480174,127939,108507,1362,41,502,209,2327,842,101804,1431,20
./funclen/7.in/18.out,121211,31849,9,251,657,2456069,129596,108327,1348,40,494,226,2290,836,101696,1408,19
./funclen/7.in/19.out,121211,31849,9,251,657,2456055,127918,107555,1341,41,488,218,2316,843,100905,1415,18
./funclen/7.in/20.out,121211,31849,9,251,657,2455482,128488,108554,1349,38,488,225,2316,837,101899,1406,21
./funclen/7.in/21.out,121211,31849,9,251,657,2458670,128083,108325,1350,41,487,228,2296,841,101671,1421,18
./funclen/7.in/22.out,121211,31849,9,251,657,2420526,99630,107264,1335,39,495,217,2320,856,100598,1411,20
./funclen/7.in/23.out,121211,31849,9,251,657,2464693,124074,108809,1700,43,713,220,2299,851,101576,1418,21
./funclen/7.in/24.out,121211,31849,9,251,657,2453849,131813,108274,1343,41,492,219,2319,836,101623,1411,19
./funclen/7.in/25.out,121211,31849,9,251,657,2474798,129633,108319,1345,41,492,217,2314,835,101668,1417,19
./funclen/7.in/26.out,121211,31849,9,251,657,2449074,129352,108166,1357,40,501,217,2315,850,101495,1400,19
./funclen/7.in/27.out,121211,31849,9,251,657,2467792,126787,107235,1350,41,496,208,2316,840,100587,1408,19
./funclen/7.in/28.out,121211,31849,9,251,657,2433182,100159,108580,1354,40,501,214,2318,849,101912,1400,20
./funclen/7.in/29.out,121211,31849,9,251,657,2448463,129113,108264,1347,41,488,223,2307,844,101610,1412,20
./funclen/7.in/30.out,121211,31849,9,251,657,2451408,125628,108262,1345,43,497,219,2317,838,101608,1407,19
./funclen/8.in/0.out,141181,37605,9,100,1740,2593435,143799,224525,1509,40,578,296,2585,896,218027,602,19
./funclen/8.in/1.out,141181,37605,9,100,1740,2548388,115214,219678,1521,43,582,290,2605,890,213157,599,21
./funclen/8.in/2.out,141181,37605,9,100,1740,2599968,148396,231951,1522,41,583,292,2596,903,225339,665,21
./funclen/8.in/3.out,141181,37605,9,100,1740,2575882,145943,225269,1502,46,572,291,2625,890,218757,599,20
./funclen/8.in/4.out,141181,37605,9,100,1740,2545637,115489,221042,1492,41,569,303,2602,896,214546,601,20
./funclen/8.in/5.out,141181,37605,9,100,1740,2547516,115023,218669,1499,41,588,292,2601,898,212148,611,21
./funclen/8.in/6.out,141181,37605,9,100,1740,2587153,141783,230777,1510,43,588,292,2600,894,224248,612,20
./funclen/8.in/7.out,141181,37605,9,100,1740,2560429,116119,228377,1488,40,580,291,2619,890,221868,606,22
./funclen/8.in/8.out,141181,37605,9,100,1740,2580889,147453,218469,1516,41,578,293,2596,893,211957,602,20
./funclen/8.in/9.out,141181,37605,9,100,1740,2559872,116258,230740,1503,41,585,296,3096,888,223731,607,21
./funclen/8.in/10.out,141181,37605,9,100,1740,2574214,116835,231669,1517,40,587,301,2605,901,225109,613,21
./funclen/8.in/11.out,141181,37605,9,100,1740,2588355,141752,222100,1544,40,588,296,2598,893,215548,600,21
./funclen/8.in/12.out,141181,37605,9,100,1740,2596431,144907,229647,1515,42,576,303,2593,906,223108,611,22
./funclen/8.in/13.out,141181,37605,9,100,1740,2555522,116460,228449,1500,42,589,297,2584,903,221941,602,20
./funclen/8.in/14.out,141181,37605,9,100,1740,2545991,114915,223744,1498,41,582,294,2601,899,217237,600,19
./funclen/8.in/15.out,141181,37605,9,100,1740,2556998,114941,223332,1514,44,585,305,2592,881,215326,2092,22
./funclen/8.in/16.out,141181,37605,9,100,1740,2605057,143163,230878,1519,43,575,298,2915,904,224024,608,21
./funclen/8.in/17.out,141181,37605,9,100,1740,2555931,116853,227544,1511,43,578,293,2601,894,221036,597,22
./funclen/8.in/18.out,141181,37605,9,100,1740,2574018,146584,218183,1512,40,588,292,2592,901,211657,609,19
./funclen/8.in/19.out,141181,37605,9,100,1740,2583598,147133,230560,1505,41,760,306,2605,893,223847,610,21
./funclen/8.in/20.out,141181,37605,9,100,1740,2590617,144726,225909,1524,42,579,300,2619,890,219357,607,20
./funclen/8.in/21.out,141181,37605,9,100,1740,2591122,146479,221146,1570,40,590,293,2590,903,214556,611,20
./funclen/8.in/22.out,141181,37605,9,100,1740,2600645,146801,230789,1530,41,585,299,2610,892,224219,621,21
./funclen/8.in/23.out,141181,37605,9,100,1740,2585448,143256,222111,1513,42,578,297,2607,887,215591,603,22
./funclen/8.in/24.out,141181,37605,9,100,1740,2594584,145026,230010,1524,44,574,291,2594,899,223488,606,21
./funclen/8.in/25.out,141181,37605,9,100,1740,2544124,116046,230210,1506,41,579,293,2593,896,223693,614,21
./funclen/8.in/26.out,141181,37605,9,100,1740,2588174,146242,223824,1531,40,589,294,2608,891,217272,605,21
./funclen/8.in/27.out,141181,37605,9,100,1740,2530777,116126,220270,1517,40,580,304,2598,891,213735,611,20
./funclen/8.in/28.out,141181,37605,9,100,1740,2603297,144267,229917,1521,41,586,298,2609,894,223361,613,21
./funclen/8.in/29.out,141181,37605,9,100,1740,2583948,143540,224507,1527,42,577,304,2611,891,217964,599,22
./funclen/8.in/30.out,141181,37605,9,100,1740,2597514,114973,230460,1512,42,583,295,2588,882,223927,640,20
./shape/1.in/0.out,939825,247606,9,25089,110,3368557,1097570,85585,7068,228,1377,365,5436,1958,68328,980,62
./shape/1.in/1.out,939825,247606,9,25089,110,3374647,1106574,85695,7134,229,1383,377,5437,1955,68357,976,64
./shape/1.in/2.out,939825,247606,9,25089,110,3346823,1102360,85229,6682,228,1379,377,5415,1961,68352,987,63
./shape/1.in/3.out,939825,247606,9,25089,110,3382507,1101376,85679,7148,227,1376,368,5411,1961,68355,984,64
./shape/1.in/4.out,939825,247606,9,25089,110,3368426,1095033,86726,7073,224,1386,371,5418,1958,69468,978,62
./shape/1.in/5.out,939825,247606,9,25089,110,3363286,1097822,85748,7203,222,1382,374,5440,1948,68345,981,62
./shape/1.in/6.out,939825,247606,9,25089,110,3375600,1090397,85704,7116,226,1378,374,5432,1955,68391,983,63
./shape/1.in/7.out,939825,247606,9,25089,110,3371155,1097347,86325,6733,226,1381,373,5424,1946,69401,991,63
./shape/1.in/8.out,939825,247606,9,25089,110,3333024,1066297,85910,7261,233,1380,372,5446,1962,68427,987,63
./shape/1.in/9.out,939825,247606,9,25089,110,3374018,1111977,86920,7285,222,1395,375,5443,1957,69413,976,63
./shape/1.in/10.out,939825,247606,9,25089,110,3384874,1110289,85462,6843,238,1376,376,5448,1958,68403,982,63
./shape/1.in/11.out,939825,247606,9,25089,110,3351914,1079872,85859,7243,229,1381,369,5424,1970,68414,982,63
./shape/1.in/12.out,939825,247606,9,25089,110,3365405,1110307,85859,7237,224,1380,370,5461,1960,68392,984,63
./shape/1.in/13.out,939825,247606,9,25089,110,3336975,1084102,85850,7216,231,1390,368,5433,1963,68426,980,63
